Date,Ajusted_Close
2021-07-23,148.33775329589844
2021-07-26,148.76712036132812
2021-07-27,146.55043029785156
2021-07-28,144.7631072998047
2021-07-29,145.422119140625
2021-07-30,145.64178466796875
2021-08-02,145.30230712890625
2021-08-03,147.13954162597656
2021-08-04,146.73016357421875
2021-08-05,146.83999633789062
2021-08-06,146.13999938964844
2021-08-09,146.08999633789062
2021-08-10,145.60000610351562
2021-08-11,145.86000061035156
2021-08-12,148.88999938964844
2021-08-13,149.10000610351562
2021-08-16,151.1199951171875
2021-08-17,150.19000244140625
2021-08-18,146.36000061035156
2021-08-19,146.6999969482422
2021-08-20,148.19000244140625
2021-08-23,149.7100067138672
2021-08-24,149.6199951171875
2021-08-25,148.36000061035156
2021-08-26,147.5399932861328
2021-08-27,148.60000610351562
2021-08-30,153.1199951171875
2021-08-31,151.8300018310547
